#pl_name,hostname,label,default_flag,sy_snum,sy_pnum,discoverymethod,tran_flag,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,my_label
KELT-8 b,KELT-8,,1,1,1,Transit,1,Published Confirmed,0,3.24406,0.00016,-0.00016,0,,,,,18.159,1.121,-1.121,0.0,1.62,0.1,-0.1,0.0,209.7678,38.1396,-38.1396,0,0.66,0.12,-0.12,0,Mass,0.04,0.05,-0.05,0.0,,,,,,,,,0,,5754.0,54.0,-54.0,0.0,1.46,0.08,-0.08,0.0,0.81,0.21,-0.21,0.0,0.27,,,0.0,[Fe/H],4.08,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m13.31s,283.3054489,+24d07m38.09s,24.1272483,197.572,1.005,-0.995,
K2-3 d,K2-3,,0,1,3,Transit,1,Published Confirmed,0,44.5705,0.0059,-0.0059,0,0.2086,0.01,-0.01,0.0,1.53,0.11,-0.11,0.0,0.136,0.01,-0.01,0.0,11.1,3.5,-3.5,0,0.03492,0.01101,-0.01101,0,Mass,0.045,0.045,-0.045,0.0,,,,,,,,,0,,,,,,0.55,0.04,-0.04,0.0,0.61,0.09,-0.09,0.0,,,,,,4.73,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,
WASP-44 b,WASP-44,,0,1,1,Transit,1,Published Confirmed,0,2.4238133,2.3e-06,-2.3e-06,0,0.03474,0.0004,-0.00043,0.0,12.778,1.233,-1.233,0.0,1.14,0.11,-0.11,0.0,279.05474,20.65895,-21.29461,0,0.878,0.065,-0.067,0,Mass,0.068,,,1.0,,,,,,,,,0,,5400.0,150.0,-150.0,0.0,0.93,0.07,-0.06,0.0,0.95,0.03,-0.03,0.0,0.06,0.1,-0.1,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h15m36.79s,3.9032733,-11d56m17.75s,-11.9382645,364.512,5.656,-5.49,
WASP-31 b,WASP-31,,0,1,1,Transit,1,Published Confirmed,0,3.405886,7.8e-07,-7.8e-07,0,0.04663,0.00034,-0.00034,0.0,17.363,0.56,-0.56,0.0,1.549,0.05,-0.05,0.0,155.41887,7.94575,-7.94575,0,0.489,0.025,-0.025,0,Mass,0.047,,,1.0,,,,,,,,,0,,6300.0,100.0,-100.0,0.0,1.25,0.03,-0.03,0.0,1.17,0.03,-0.03,0.0,-0.2,0.09,-0.09,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m45.33s,169.4388603,-19d03m17.20s,-19.0547781,383.829,6.437,-6.231,
CoRoT-26 b,CoRoT-26,,1,1,1,Transit,1,Published Confirmed,0,4.20474,5e-05,-5e-05,0,0.0526,0.001,-0.001,0.0,14.12,1.46,-0.78,0.0,1.26,0.13,-0.07,0.0,165.26,15.89,-15.89,0,0.52,0.05,-0.05,0,Mass,0.0,,,0.0,,,,,1600.0,80.0,-70.0,0.0,0,G5,5590.0,100.0,-100.0,0.0,1.79,0.18,-0.09,0.0,1.09,0.06,-0.06,0.0,0.01,0.13,-0.13,0.0,[Fe/H],3.99,0.05,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.18,,,
K2-146 c,K2-146,,0,1,2,Transit,1,Published Confirmed,0,3.9663,0.0002,-2e-05,0,0.0327,0.0006,-0.0006,0.0,2.59,1.81,-0.39,0.0,0.231,0.161,-0.035,0.0,7.1,0.9,-0.9,0,0.02234,0.00283,-0.00283,0,Mass,0.16,0.07,-0.07,0.0,,,,,,,,,1,M3.0 V,3385.0,70.0,-70.0,0.0,0.35,0.04,-0.04,0.0,0.36,0.04,-0.04,0.0,-0.02,0.12,-0.12,0.0,[Fe/H],4.91,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002,0.478,-0.4723,
Kepler-363 c,Kepler-363,,0,1,3,Transit,1,Published Confirmed,0,7.542,,,0,,,,,2.41,0.68,-1.04,0.0,0.215,0.061,-0.093,0.0,66.4,71.9,-56.6,0,0.209,0.226,-0.178,0,Mass,,,,,,,,,,,,,0,,,,,,2.13,,,0.0,1.28,,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m46.10s,283.1920779,+41d18m19.50s,41.3054172,762.596,7.25,-7.118,
Kepler-307 b,Kepler-307,,0,1,2,Transit,1,Published Confirmed,0,10.416,,,0,,,,,3.0,0.3,-0.3,0.0,0.268,0.027,-0.027,0.0,8.8,0.9,-0.9,0,0.02769,0.00283,-0.00283,0,Mass,,,,,,,,,,,,,1,,,,,,,,,,0.9,0.1,-0.1,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m10.82s,297.7950939,+40d25m03.51s,40.4176403,575.581,5.261,-5.167,
TrES-1 b,TrES-1,,0,2,1,Transit,1,Published Confirmed,0,3.0300728,6e-07,-6e-07,0,0.03946,0.00072,-0.00072,0.0,12.319,0.392,-0.392,0.0,1.099,0.035,-0.035,0.0,241.86863,16.20933,-16.20933,0,0.761,0.051,-0.051,0,Mass,,,,,,,,,1147.0,15.0,-15.0,0.0,0,,5226.0,50.0,-50.0,0.0,0.82,0.02,-0.02,0.0,0.89,0.05,-0.05,0.0,0.06,0.05,-0.05,0.0,[Fe/H],4.56,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m09.81s,286.0408755,+36d37m57.13s,36.632536,159.658,0.736,-0.73,
Kepler-11 c,Kepler-11,,0,1,6,Transit,1,Published Confirmed,0,13.02502,8e-05,-8e-05,0,0.106,0.004,-0.004,0.0,3.15,0.3,-0.3,0.0,0.281,0.027,-0.027,0.0,13.5,4.8,-6.1,0,0.042,0.015,-0.019,0,Mass,0.0,,,0.0,,,,,,,,,1,,5680.0,100.0,-100.0,0.0,1.1,0.1,-0.1,0.0,0.95,0.1,-0.1,0.0,0.0,0.1,-0.1,0.0,[Fe/H],4.3,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.346,6.375,-6.375,
Kepler-1656 b,Kepler-1656,,0,1,2,Transit,1,Published Confirmed,0,31.578659,,,0,0.197,0.021,-0.021,0.0,5.02,0.53,-0.53,0.0,0.448,0.047,-0.047,0.0,48.6,4.2,-3.8,0,0.15291,0.01321,-0.01196,0,Mass,0.836,0.013,-0.012,0.0,,,,,651.0,51.0,-47.0,0.0,0,,5731.0,60.0,-60.0,0.0,1.1,0.13,-0.13,0.0,1.03,0.04,-0.04,0.0,0.19,0.04,-0.04,0.0,[Fe/H],4.37,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m53.34s,284.4722473,+39d54m42.80s,39.911889,185.875,0.835,-0.827,
Kepler-427 b,Kepler-427,,0,1,1,Transit,1,Published Confirmed,0,10.290994,1.1e-06,-1.1e-06,0,0.0913,0.0019,-0.0019,0.0,13.787,2.354,-2.354,0.0,1.23,0.21,-0.21,0.0,92.80636,17.16282,-17.16282,0,0.292,0.054,-0.054,0,Mass,0.27,,,1.0,,,,,,,,,0,,5800.0,70.0,-70.0,0.0,1.35,0.2,-0.2,0.0,0.96,0.06,-0.06,0.0,-0.19,0.07,-0.07,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m01.10s,288.2545808,+43d42m17.42s,43.7048379,1017.8,16.49,-15.98,
K2-232 b,K2-232,,0,1,1,Transit,1,Published Confirmed,0,11.168459,1.7e-05,-1.7e-05,0,0.0991,0.0022,-0.0021,0.0,11.859,0.258,-0.247,0.0,1.058,0.023,-0.022,0.0,123.00021,13.98452,-13.34886,0,0.387,0.044,-0.042,0,Mass,0.255,0.034,-0.036,0.0,,,,,1001.0,14.0,-14.0,0.0,0,,5888.0,71.0,-77.0,0.0,1.23,0.03,-0.03,0.0,1.04,0.07,-0.07,0.0,0.051,0.058,-0.056,0.0,[Fe/H],4.27,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m04.03s,73.7667927,+18d39m15.56s,18.654323,130.72,0.768,-0.759,
Kepler-238 e,Kepler-238,,1,1,5,Transit,1,Published Confirmed,0,23.654,,,0,,,,,5.6,2.37,-0.46,0.0,0.5,0.211,-0.041,0.0,169.7,71.7,-69.1,0,0.534,0.226,-0.217,0,Mass,,,,,,,,,,,,,1,,,,,,0.96,0.41,-0.08,0.0,1.06,0.17,-0.12,0.0,,,,,,4.49,0.04,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.75,75.21,-69.51,
Kepler-538 b,Kepler-538,,1,2,1,Transit,1,Published Confirmed,0,81.73778,0.00013,-0.00013,0,0.4669,0.0087,-0.009,0.0,2.215,0.04,-0.034,0.0,0.198,0.004,-0.003,0.0,10.6,2.5,-2.4,0,0.03335,0.00787,-0.00755,0,Mass,0.041,0.034,-0.029,0.0,2.99,0.31,-0.27,0.0,380.0,,,0.0,0,,5547.0,50.0,-50.0,0.0,0.87,0.01,-0.01,0.0,0.89,0.05,-0.04,0.0,-0.03,0.08,-0.08,0.0,[m/H],4.51,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m56.77s,297.4865503,+49d37m24.23s,49.6233975,155.956,0.709,-0.703,
HAT-P-12 b,HAT-P-12,,0,1,1,Transit,1,Published Confirmed,0,3.2130579,4e-07,-4e-07,0,,,,,10.637,0.684,-0.684,0.0,0.949,0.061,-0.061,0.0,67.06213,3.81396,-3.81396,0,0.211,0.012,-0.012,0,Mass,0.0,,,0.0,,,,,975.0,8.0,-8.0,0.0,0,,4650.0,60.0,-60.0,0.0,0.7,0.02,-0.01,0.0,0.73,0.02,-0.02,0.0,-0.29,0.05,-0.05,0.0,[Fe/H],4.61,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h57m33.27s,209.3886452,+43d29m35.92s,43.49331,142.751,0.453,-0.45,
pi Men c,HD 39091,,0,1,3,Transit,1,Published Confirmed,0,6.26834,0.00024,-0.00024,0,0.06702,0.00109,-0.00109,0.0,2.06,0.03,-0.03,0.0,0.184,0.003,-0.003,0.0,4.52,0.81,-0.81,0,0.01422,0.00255,-0.00255,0,Mass,0.0,,,0.0,,,,,1147.0,12.0,-12.0,0.0,0,,5870.0,50.0,-50.0,0.0,1.1,0.01,-0.01,0.0,1.02,0.03,-0.03,0.0,0.05,0.09,-0.09,0.0,[Fe/H],4.36,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h37m11.83s,84.2992798,-80d27m52.57s,-80.4646041,18.2702,0.0226,-0.0226,
CoRoT-1 b,CoRoT-1,,0,1,1,Transit,1,Published Confirmed,0,1.50897655,1e-07,-1e-07,0,0.0259,0.0011,-0.002,0.0,15.917,2.69,-2.69,0.0,1.42,0.24,-0.24,0.0,340.0781,54.0311,-54.0311,0,1.07,0.17,-0.17,0,Mass,0.071,0.62,-0.48,0.0,,,,,1834.0,46.0,-46.0,0.0,0,,5950.0,,,0.0,,,,,,,,,-0.3,,,0.0,[Fe/H],4.25,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909,23.491,-23.491,
Kepler-419 b,Kepler-419,,0,1,2,Transit,1,Published Confirmed,0,69.7547,0.0009,-0.0009,0,0.3704,0.0064,-0.0068,0.0,10.761,1.345,-1.345,0.0,0.96,0.12,-0.12,0.0,820.0014,247.9074,-238.3725,0,2.58,0.78,-0.75,0,Mass,0.8,0.087,-0.097,0.0,,,,,,,,,1,,6430.0,79.0,-79.0,0.0,1.75,0.08,-0.07,0.0,1.39,0.08,-0.07,0.0,0.176,0.07,-0.07,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.36,25.41,-24.22,
Kepler-33 e,Kepler-33,,0,1,5,Transit,1,Published Confirmed,0,31.785,,,0,,,,,3.74,0.88,-0.84,0.0,0.334,0.079,-0.075,0.0,12.8,12.3,-9.2,0,0.04,0.039,-0.029,0,Mass,,,,,,,,,,,,,1,,,,,,1.69,,,0.0,1.1,,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m18.61s,289.0775348,+46d00m18.61s,46.0051696,1209.16,22.195,-22.195,
HAT-P-23 b,HAT-P-23,,0,1,1,Transit,1,Published Confirmed,0,1.212884,,,0,,,,,15.356,,,0.0,1.37,,,0.0,664.2647,34.9613,-34.9613,0,2.09,0.11,-0.11,0,Mass,0.106,,,0.0,,,,,,,,,0,G0 V,5905.0,80.0,-80.0,0.0,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h24m29.74s,306.1239076,+16d45m43.73s,16.7621462,364.813,4.772,-4.653,
HAT-P-2 b,HAT-P-2,,0,1,1,Transit,1,Published Confirmed,0,5.6334729,6.1e-06,-6.1e-06,0,0.06878,0.00068,-0.00068,0.0,12.969,0.818,-0.695,0.0,1.157,0.073,-0.062,0.0,2888.95,76.28,-76.28,0,9.09,0.24,-0.24,0,Mass,0.5171,0.0033,-0.0033,0.0,,,,,1540.0,30.0,-30.0,0.0,0,,6290.0,60.0,-60.0,0.0,1.64,0.09,-0.08,0.0,1.36,0.04,-0.04,0.0,0.14,0.08,-0.08,0.0,[Fe/H],4.16,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h20m36.34s,245.1514324,+41d02m52.66s,41.0479601,127.774,0.425,-0.423,
TOI-1246 d,TOI-1246,,1,1,4,Transit,1,Published Confirmed,0,18.6559,0.00048,-0.00048,0,0.131,0.004,-0.004,0.0,3.51,0.09,-0.09,0.0,0.313,0.008,-0.008,0.0,5.3,1.7,-1.7,0,0.01668,0.00535,-0.00535,0,Mass,,,,,28.0,,,0.0,586.0,,,0.0,1,K V,5151.0,100.0,-100.0,0.0,0.86,0.05,-0.05,0.0,0.87,0.03,-0.03,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,
WASP-189 b,WASP-189,,1,1,1,Transit,1,Published Confirmed,0,2.724033,,,0,0.05053,0.00098,-0.00098,0.0,18.147,0.235,-0.235,0.0,1.619,0.021,-0.021,0.0,632.47853,50.85255,-44.49598,0,1.99,0.16,-0.14,0,Mass,0.0,,,0.0,,,,,3353.0,27.0,-34.0,0.0,0,,8000.0,80.0,-80.0,0.0,2.36,0.03,-0.03,0.0,2.03,0.07,-0.07,0.0,0.29,0.13,-0.13,0.0,[Fe/H],3.9,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h02m44.82s,225.686732,-03d01m53.35s,-3.0314874,99.731,0.754,-0.7432,
Kepler-23 c,Kepler-23,,1,1,3,Transit,1,Published Confirmed,0,10.7421,,,0,0.099,,,0.0,3.2,,,0.0,0.285,,,0.0,858.1,,,1,2.7,,,1,Mass,,,,,,,,,,,,,1,,5760.0,124.0,-124.0,0.0,1.52,0.24,-0.3,0.0,1.11,0.09,-0.12,0.0,-0.09,0.14,-0.14,0.0,[M/H],4.0,0.14,-0.14,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m52.54s,294.2189131,+49d28m45.31s,49.4792536,835.756,11.463,-11.163,
HAT-P-9 b,HAT-P-9,,0,1,1,Transit,1,Published Confirmed,0,3.922814,2e-06,-2e-06,0,0.0529,0.0017,-0.0018,0.0,15.693,0.673,-0.673,0.0,1.4,0.06,-0.06,0.0,241.86863,31.783,-29.24036,0,0.761,0.1,-0.092,0,Mass,0.16,,,1.0,,,,,,,,,0,,6350.0,150.0,-150.0,0.0,1.32,0.07,-0.07,0.0,1.28,0.13,-0.13,0.0,0.12,0.2,-0.2,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h20m40.44s,110.1685157,+37d08m26.14s,37.1405946,455.203,8.968,-8.635,
HAT-P-60 b,HAT-P-60,,1,1,1,Transit,1,Published Confirmed,0,4.7947813,2.4e-06,-2.4e-06,0,0.06277,0.00017,-0.00017,0.0,18.282,0.269,-0.269,0.0,1.631,0.024,-0.024,0.0,182.43351,12.07748,-12.07748,0,0.574,0.038,-0.038,0,Mass,0.25,,,1.0,1634.0,45.0,-45.0,0.0,1772.0,12.0,-12.0,0.0,0,,6212.0,26.0,-26.0,0.0,2.2,0.03,-0.02,0.0,1.44,0.01,-0.01,0.0,0.037,0.037,-0.037,0.0,[Fe/H],3.91,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h53m07.82s,28.2825719,+52d03m14.12s,52.0539209,233.22,2.687,-2.627,
Kepler-28 c,Kepler-28,,1,1,2,Transit,1,Published Confirmed,0,8.9858,,,0,0.081,,,0.0,3.4,,,0.0,0.303,,,0.0,432.23,,,1,1.36,,,1,Mass,,,,,,,,,,,,,1,,4590.0,,,0.0,0.7,,,0.0,0.75,,,0.0,0.34,,,0.0,[M/H],4.29,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m32.89s,292.1370409,+42d25m46.14s,42.4294835,438.359,4.6705,-4.6705,
TrES-2 b,TrES-2,,0,2,1,Transit,1,Published Confirmed,0,2.47061892,1.8e-07,-1.2e-07,0,0.03563,0.00048,-0.00058,0.0,13.305,0.381,-0.392,0.0,1.187,0.034,-0.035,0.0,382.03166,15.8915,-16.20933,0,1.202,0.05,-0.051,0,Mass,0.018,0.023,-0.013,0.0,,,,,,,,,0,,5850.0,50.0,-50.0,0.0,0.95,0.03,-0.03,0.0,0.99,0.04,-0.05,0.0,-0.15,0.1,-0.1,0.0,[Fe/H],4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.32,1.05,-1.039,
WASP-47 e,WASP-47,,0,1,4,Transit,1,Published Confirmed,0,0.789636,1.7e-05,-1.7e-05,0,0.0173,0.0038,-0.0038,0.0,1.82,0.4,-0.4,0.0,0.162,0.036,-0.036,0.0,9.1,5.5,-3.6,0,0.02863,0.0173,-0.01133,0,Mass,0.03,0.036,-0.02,0.0,,,,,,,,,0,,5576.0,68.0,-68.0,0.0,1.16,0.26,-0.26,0.0,1.11,0.89,-0.49,0.0,0.36,0.05,-0.05,0.0,[Fe/H],4.35,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h04m48.74s,331.203092,-12d01m08.64s,-12.019067,264.78,4.888,-4.716,
Kepler-305 c,Kepler-305,,0,1,4,Transit,1,Published Confirmed,0,8.291,,,0,,,,,3.35,0.84,-0.33,0.0,0.299,0.075,-0.029,0.0,4.5,8.5,-3.6,0,0.014,0.027,-0.011,0,Mass,,,,,,,,,,,,,1,,,,,,0.8,,,0.0,0.76,,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m53.82s,299.2242557,+40d20m35.40s,40.343167,868.477,26.64,-25.126,
WASP-32 b,WASP-32,,0,1,1,Transit,1,Published Confirmed,0,2.718659,8e-06,-8e-06,0,0.0394,0.0003,-0.0003,0.0,13.227,0.785,-0.785,0.0,1.18,0.07,-0.07,0.0,1144.14,22.247,-22.247,0,3.6,0.07,-0.07,0,Mass,0.018,0.0065,-0.0065,0.0,,,,,,,,,0,,6100.0,100.0,,0.0,1.11,0.05,,0.0,1.1,0.03,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h15m50.81s,3.9617073,+01d12m01.84s,1.2005122,275.994,3.344,-3.267,
WASP-52 b,WASP-52,,1,1,1,Transit,1,Published Confirmed,0,1.7497798,1.2e-06,-1.2e-06,0,0.0272,0.0003,-0.0003,0.0,14.24,0.34,-0.34,0.0,1.27,0.03,-0.03,0.0,146.2,6.36,-6.36,0,0.46,0.02,-0.02,0,Mass,0.0,,,0.0,,,,,1315.0,35.0,-35.0,0.0,0,K2 V,5000.0,100.0,-100.0,0.0,0.79,0.02,-0.02,0.0,0.87,0.03,-0.03,0.0,0.03,0.12,-0.12,0.0,[Fe/H],4.58,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h13m58.75s,348.4947931,+08d45m39.89s,8.7610793,174.818,1.343,-1.323,
WASP-68 b,WASP-68,,0,2,1,Transit,1,Published Confirmed,0,5.084298,1.5e-05,-1.5e-05,0,0.06206,0.00045,-0.0004,0.0,13.9,1.12,-0.67,0.0,1.24,0.1,-0.06,0.0,301.93,9.53,-9.53,0,0.95,0.03,-0.03,0,Mass,0.0,,,0.0,,,,,1490.0,44.0,-29.0,0.0,0,G0,5911.0,59.0,-60.0,0.0,1.69,0.11,-0.06,0.0,1.24,0.03,-0.03,0.0,0.22,0.08,-0.08,0.0,[Fe/H],4.09,0.13,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h20m22.97s,305.0957239,-19d18m53.02s,-19.3147271,226.399,1.621,-1.599,
K2-140 b,K2-140,,1,1,1,Transit,1,Published Confirmed,0,6.569188,3.1e-05,-3.1e-05,0,0.068,0.001,-0.001,0.0,13.563,1.009,-1.009,0.0,1.21,0.09,-0.09,0.0,295.58042,12.71314,-12.71314,0,0.93,0.04,-0.04,0,Mass,0.0,,,0.0,204.0,10.0,-10.0,0.0,962.0,28.0,-28.0,0.0,0,G6 V,5585.0,120.0,-120.0,0.0,1.06,0.07,-0.06,0.0,0.96,0.06,-0.04,0.0,0.1,0.1,-0.1,0.0,[Fe/H],4.4,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h32m32.96s,188.1373172,-09d36m27.40s,-9.6076115,347.917,8.287,-7.917,
WASP-68 b,WASP-68,,0,2,1,Transit,1,Published Confirmed,0,5.084298,1.5e-05,-1.5e-05,0,0.06219,0.00049,-0.00051,0.0,13.899,1.121,-0.673,0.0,1.24,0.1,-0.06,0.0,304.16331,7.94575,-7.62792,0,0.957,0.025,-0.024,0,Mass,0.023,,,1.0,,,,,,,,,0,,5910.0,60.0,-60.0,0.0,1.69,0.11,-0.06,0.0,1.24,0.03,-0.03,0.0,0.22,0.08,-0.08,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h20m22.97s,305.0957239,-19d18m53.02s,-19.3147271,226.399,1.621,-1.599,
HAT-P-2 b,HAT-P-2,,0,1,1,Transit,1,Published Confirmed,0,5.6,,,0,0.068,,,0.0,12.3,,,0.0,1.1,,,0.0,2828.6,,,0,8.9,,,0,Mass,0.5,,,0.0,,,,,1700.0,,,0.0,0,F8 V,6300.0,,,0.0,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h20m36.34s,245.1514324,+41d02m52.66s,41.0479601,127.774,0.425,-0.423,
